日期,管制站,入境 / 出境,香港居民,內地訪客,其他訪客,總計
01-01-2021,機場,入境,341,0,9,350
01-01-2021,機場,出境,803,17,28,848
01-01-2021,高鐵西九龍,入境,0,0,0,0
01-01-2021,高鐵西九龍,出境,0,0,0,0
01-01-2021,紅磡,入境,0,0,0,0
01-01-2021,紅磡,出境,0,0,0,0
01-01-2021,羅湖,入境,0,0,0,0
01-01-2021,羅湖,出境,0,0,0,0
01-01-2021,落馬洲支線,入境,0,0,0,0
01-01-2021,落馬洲支線,出境,0,0,0,0
01-01-2021,香園圍,入境,0,0,0,0
01-01-2021,香園圍,出境,0,0,0,0
01-01-2021,港珠澳大橋,入境,45,2,0,47
01-01-2021,港珠澳大橋,出境,210,7,0,217
01-01-2021,落馬洲,入境,0,0,0,0
01-01-2021,落馬洲,出境,0,0,0,0
01-01-2021,文錦渡,入境,0,0,0,0
01-01-2021,文錦渡,出境,0,0,0,0
01-01-2021,沙頭角,入境,0,0,0,0
01-01-2021,沙頭角,出境,0,0,0,0
01-01-2021,深圳灣,入境,346,43,1,390
01-01-2021,深圳灣,出境,2433,221,4,2658
01-01-2021,中國客運碼頭,入境,0,0,0,0
01-01-2021,中國客運碼頭,出境,0,0,0,0
01-01-2021,港口管制,入境,0,0,0,0
01-01-2021,港口管制,出境,0,0,0,0
01-01-2021,啟德郵輪碼頭,入境,0,0,0,0
01-01-2021,啟德郵輪碼頭,出境,0,0,0,0
01-01-2021,港澳客輪碼頭,入境,0,0,0,0
01-01-2021,港澳客輪碼頭,出境,0,0,0,0
01-01-2021,屯門客運碼頭,入境,0,0,0,0
01-01-2021,屯門客運碼頭,出境,0,0,0,0
02-01-2021,機場,入境,363,10,10,383
02-01-2021,機場,出境,940,22,33,995
02-01-2021,高鐵西九龍,入境,0,0,0,0
02-01-2021,高鐵西九龍,出境,0,0,0,0
02-01-2021,紅磡,入境,0,0,0,0
02-01-2021,紅磡,出境,0,0,0,0
02-01-2021,羅湖,入境,0,0,0,0
02-01-2021,羅湖,出境,0,0,0,0
02-01-2021,落馬洲支線,入境,0,0,0,0
02-01-2021,落馬洲支線,出境,0,0,0,0
02-01-2021,香園圍,入境,0,0,0,0
02-01-2021,香園圍,出境,0,0,0,0
02-01-2021,港珠澳大橋,入境,37,1,0,38
02-01-2021,港珠澳大橋,出境,228,10,0,238
02-01-2021,落馬洲,入境,0,0,0,0
02-01-2021,落馬洲,出境,0,0,0,0
02-01-2021,文錦渡,入境,0,0,0,0
02-01-2021,文錦渡,出境,0,0,0,0
02-01-2021,沙頭角,入境,0,0,0,0
02-01-2021,沙頭角,出境,0,0,0,0
02-01-2021,深圳灣,入境,542,67,2,611
02-01-2021,深圳灣,出境,2735,251,2,2988
02-01-2021,中國客運碼頭,入境,0,0,0,0
02-01-2021,中國客運碼頭,出境,0,0,0,0
02-01-2021,港口管制,入境,0,0,0,0
02-01-2021,港口管制,出境,0,0,0,0
02-01-2021,啟德郵輪碼頭,入境,0,0,0,0
02-01-2021,啟德郵輪碼頭,出境,0,0,0,0
02-01-2021,港澳客輪碼頭,入境,0,0,0,0
02-01-2021,港澳客輪碼頭,出境,0,0,0,0
02-01-2021,屯門客運碼頭,入境,0,0,0,0
02-01-2021,屯門客運碼頭,出境,0,0,0,0
03-01-2021,機場,入境,880,4,36,920
03-01-2021,機場,出境,1146,31,44,1221
03-01-2021,高鐵西九龍,入境,0,0,0,0
03-01-2021,高鐵西九龍,出境,0,0,0,0
03-01-2021,紅磡,入境,0,0,0,0
03-01-2021,紅磡,出境,0,0,0,0
03-01-2021,羅湖,入境,0,0,0,0
03-01-2021,羅湖,出境,0,0,0,0
03-01-2021,落馬洲支線,入境,0,0,0,0
03-01-2021,落馬洲支線,出境,0,0,0,0
03-01-2021,香園圍,入境,0,0,0,0
03-01-2021,香園圍,出境,0,0,0,0
03-01-2021,港珠澳大橋,入境,92,0,3,95
03-01-2021,港珠澳大橋,出境,272,17,6,295
03-01-2021,落馬洲,入境,0,0,0,0
03-01-2021,落馬洲,出境,0,0,0,0
03-01-2021,文錦渡,入境,0,0,0,0
03-01-2021,文錦渡,出境,0,0,0,0
03-01-2021,沙頭角,入境,0,0,0,0
03-01-2021,沙頭角,出境,0,0,0,0
03-01-2021,深圳灣,入境,798,38,2,838
03-01-2021,深圳灣,出境,3274,325,8,3607
03-01-2021,中國客運碼頭,入境,0,0,0,0
03-01-2021,中國客運碼頭,出境,0,0,0,0
03-01-2021,港口管制,入境,0,0,0,0
03-01-2021,港口管制,出境,0,0,0,0
03-01-2021,啟德郵輪碼頭,入境,0,0,0,0
03-01-2021,啟德郵輪碼頭,出境,0,0,0,0
03-01-2021,港澳客輪碼頭,入境,0,0,0,0
03-01-2021,港澳客輪碼頭,出境,0,0,0,0
03-01-2021,屯門客運碼頭,入境,0,0,0,0
03-01-2021,屯門客運碼頭,出境,0,0,0,0
04-01-2021,機場,入境,445,1,12,458
04-01-2021,機場,出境,455,2,41,498
04-01-2021,高鐵西九龍,入境,0,0,0,0
04-01-2021,高鐵西九龍,出境,0,0,0,0
04-01-2021,紅磡,入境,0,0,0,0
04-01-2021,紅磡,出境,0,0,0,0
04-01-2021,羅湖,入境,0,0,0,0
04-01-2021,羅湖,出境,0,0,0,0
04-01-2021,落馬洲支線,入境,0,0,0,0
04-01-2021,落馬洲支線,出境,0,0,0,0
04-01-2021,香園圍,入境,0,0,0,0
04-01-2021,香園圍,出境,0,0,0,0
04-01-2021,港珠澳大橋,入境,166,3,2,171
04-01-2021,港珠澳大橋,出境,299,14,2,315
04-01-2021,落馬洲,入境,0,0,0,0
04-01-2021,落馬洲,出境,0,0,0,0
04-01-2021,文錦渡,入境,0,0,0,0
04-01-2021,文錦渡,出境,0,0,0,0
04-01-2021,沙頭角,入境,0,0,0,0
04-01-2021,沙頭角,出境,0,0,0,0
04-01-2021,深圳灣,入境,1311,64,2,1377
04-01-2021,深圳灣,出境,3455,401,4,3860
04-01-2021,中國客運碼頭,入境,0,0,0,0
04-01-2021,中國客運碼頭,出境,0,0,0,0
04-01-2021,港口管制,入境,0,0,0,0
04-01-2021,港口管制,出境,0,0,0,0
04-01-2021,啟德郵輪碼頭,入境,0,0,0,0
04-01-2021,啟德郵輪碼頭,出境,0,0,0,0
04-01-2021,港澳客輪碼頭,入境,0,0,0,0
04-01-2021,港澳客輪碼頭,出境,0,0,0,0
04-01-2021,屯門客運碼頭,入境,0,0,0,0
04-01-2021,屯門客運碼頭,出境,0,0,0,0
05-01-2021,機場,入境,534,2,17,553
05-01-2021,機場,出境,1184,36,49,1269
05-01-2021,高鐵西九龍,入境,0,0,0,0
05-01-2021,高鐵西九龍,出境,0,0,0,0
05-01-2021,紅磡,入境,0,0,0,0
05-01-2021,紅磡,出境,0,0,0,0
05-01-2021,羅湖,入境,0,0,0,0
05-01-2021,羅湖,出境,0,0,0,0
05-01-2021,落馬洲支線,入境,0,0,0,0
05-01-2021,落馬洲支線,出境,0,0,0,0
05-01-2021,香園圍,入境,0,0,0,0
05-01-2021,香園圍,出境,0,0,0,0
05-01-2021,港珠澳大橋,入境,86,3,4,93
05-01-2021,港珠澳大橋,出境,205,16,5,226
05-01-2021,落馬洲,入境,0,0,0,0
05-01-2021,落馬洲,出境,0,0,0,0
05-01-2021,文錦渡,入境,0,0,0,0
05-01-2021,文錦渡,出境,0,0,0,0
05-01-2021,沙頭角,入境,0,0,0,0
05-01-2021,沙頭角,出境,0,0,0,0
05-01-2021,深圳灣,入境,703,69,1,773
05-01-2021,深圳灣,出境,992,96,4,1092
05-01-2021,中國客運碼頭,入境,0,0,0,0
05-01-2021,中國客運碼頭,出境,0,0,0,0
05-01-2021,港口管制,入境,0,0,0,0
05-01-2021,港口管制,出境,0,0,0,0
05-01-2021,啟德郵輪碼頭,入境,0,0,0,0
05-01-2021,啟德郵輪碼頭,出境,0,0,0,0
05-01-2021,港澳客輪碼頭,入境,0,0,0,0
05-01-2021,港澳客輪碼頭,出境,0,0,0,0
05-01-2021,屯門客運碼頭,入境,0,0,0,0
05-01-2021,屯門客運碼頭,出境,0,0,0,0
06-01-2021,機場,入境,591,2,17,610
06-01-2021,機場,出境,697,14,42,753
06-01-2021,高鐵西九龍,入境,0,0,0,0
06-01-2021,高鐵西九龍,出境,0,0,0,0
06-01-2021,紅磡,入境,0,0,0,0
06-01-2021,紅磡,出境,0,0,0,0
06-01-2021,羅湖,入境,0,0,0,0
06-01-2021,羅湖,出境,0,0,0,0
06-01-2021,落馬洲支線,入境,0,0,0,0
06-01-2021,落馬洲支線,出境,0,0,0,0
06-01-2021,香園圍,入境,0,0,0,0
06-01-2021,香園圍,出境,0,0,0,0
06-01-2021,港珠澳大橋,入境,94,3,2,99
06-01-2021,港珠澳大橋,出境,244,6,2,252
06-01-2021,落馬洲,入境,0,0,0,0
06-01-2021,落馬洲,出境,0,0,0,0
06-01-2021,文錦渡,入境,0,0,0,0
06-01-2021,文錦渡,出境,0,0,0,0
06-01-2021,沙頭角,入境,0,0,0,0
06-01-2021,沙頭角,出境,0,0,0,0
06-01-2021,深圳灣,入境,691,59,1,751
06-01-2021,深圳灣,出境,1175,113,9,1297
06-01-2021,中國客運碼頭,入境,0,0,0,0
06-01-2021,中國客運碼頭,出境,0,0,0,0
06-01-2021,港口管制,入境,0,0,0,0
06-01-2021,港口管制,出境,0,0,0,0
06-01-2021,啟德郵輪碼頭,入境,0,0,0,0
06-01-2021,啟德郵輪碼頭,出境,0,0,0,0
06-01-2021,港澳客輪碼頭,入境,0,0,0,0
06-01-2021,港澳客輪碼頭,出境,0,0,0,0
06-01-2021,屯門客運碼頭,入境,0,0,0,0
06-01-2021,屯門客運碼頭,出境,0,0,0,0
07-01-2021,機場,入境,666,7,23,696
07-01-2021,機場,出境,739,9,48,796
07-01-2021,高鐵西九龍,入境,0,0,0,0
07-01-2021,高鐵西九龍,出境,0,0,0,0
07-01-2021,紅磡,入境,0,0,0,0
07-01-2021,紅磡,出境,0,0,0,0
07-01-2021,羅湖,入境,0,0,0,0
07-01-2021,羅湖,出境,0,0,0,0
07-01-2021,落馬洲支線,入境,0,0,0,0
07-01-2021,落馬洲支線,出境,0,0,0,0
07-01-2021,香園圍,入境,0,0,0,0
07-01-2021,香園圍,出境,0,0,0,0
07-01-2021,港珠澳大橋,入境,53,0,7,60
07-01-2021,港珠澳大橋,出境,215,8,2,225
07-01-2021,落馬洲,入境,0,0,0,0
07-01-2021,落馬洲,出境,0,0,0,0
07-01-2021,文錦渡,入境,0,0,0,0
07-01-2021,文錦渡,出境,0,0,0,0
07-01-2021,沙頭角,入境,0,0,0,0
07-01-2021,沙頭角,出境,0,0,0,0
07-01-2021,深圳灣,入境,517,53,2,572
07-01-2021,深圳灣,出境,1132,109,2,1243
07-01-2021,中國客運碼頭,入境,0,0,0,0
07-01-2021,中國客運碼頭,出境,0,0,0,0
07-01-2021,港口管制,入境,0,0,0,0
07-01-2021,港口管制,出境,0,0,0,0
07-01-2021,啟德郵輪碼頭,入境,0,0,0,0
07-01-2021,啟德郵輪碼頭,出境,0,0,0,0
07-01-2021,港澳客輪碼頭,入境,0,0,0,0
07-01-2021,港澳客輪碼頭,出境,0,0,0,0
07-01-2021,屯門客運碼頭,入境,0,0,0,0
07-01-2021,屯門客運碼頭,出境,0,0,0,0
08-01-2021,機場,入境,661,1,26,688
08-01-2021,機場,出境,1084,30,46,1160
08-01-2021,高鐵西九龍,入境,0,0,0,0
08-01-2021,高鐵西九龍,出境,0,0,0,0
08-01-2021,紅磡,入境,0,0,0,0
08-01-2021,紅磡,出境,0,0,0,0
08-01-2021,羅湖,入境,0,0,0,0
08-01-2021,羅湖,出境,0,0,0,0
08-01-2021,落馬洲支線,入境,0,0,0,0
08-01-2021,落馬洲支線,出境,0,0,0,0
08-01-2021,香園圍,入境,0,0,0,0
08-01-2021,香園圍,出境,0,0,0,0
08-01-2021,港珠澳大橋,入境,90,3,0,93
08-01-2021,港珠澳大橋,出境,212,12,1,225
08-01-2021,落馬洲,入境,0,0,0,0
08-01-2021,落馬洲,出境,0,0,0,0
08-01-2021,文錦渡,入境,0,0,0,0
08-01-2021,文錦渡,出境,0,0,0,0
08-01-2021,沙頭角,入境,0,0,0,0
08-01-2021,沙頭角,出境,0,0,0,0
08-01-2021,深圳灣,入境,669,80,4,753
08-01-2021,深圳灣,出境,1447,114,5,1566
08-01-2021,中國客運碼頭,入境,0,0,0,0
08-01-2021,中國客運碼頭,出境,0,0,0,0
08-01-2021,港口管制,入境,0,0,0,0
08-01-2021,港口管制,出境,0,0,0,0
08-01-2021,啟德郵輪碼頭,入境,0,0,0,0
08-01-2021,啟德郵輪碼頭,出境,0,0,0,0
08-01-2021,港澳客輪碼頭,入境,0,0,0,0
08-01-2021,港澳客輪碼頭,出境,0,0,0,0
08-01-2021,屯門客運碼頭,入境,0,0,0,0
08-01-2021,屯門客運碼頭,出境,0,0,0,0
09-01-2021,機場,入境,653,11,6,670
09-01-2021,機場,出境,1052,28,50,1130
09-01-2021,高鐵西九龍,入境,0,0,0,0
09-01-2021,高鐵西九龍,出境,0,0,0,0
09-01-2021,紅磡,入境,0,0,0,0
09-01-2021,紅磡,出境,0,0,0,0
09-01-2021,羅湖,入境,0,0,0,0
09-01-2021,羅湖,出境,0,0,0,0
09-01-2021,落馬洲支線,入境,0,0,0,0
09-01-2021,落馬洲支線,出境,0,0,0,0
09-01-2021,香園圍,入境,0,0,0,0
09-01-2021,香園圍,出境,0,0,0,0
09-01-2021,港珠澳大橋,入境,65,3,5,73
09-01-2021,港珠澳大橋,出境,187,5,2,194
09-01-2021,落馬洲,入境,0,0,0,0
09-01-2021,落馬洲,出境,0,0,0,0
09-01-2021,文錦渡,入境,0,0,0,0
09-01-2021,文錦渡,出境,0,0,0,0
09-01-2021,沙頭角,入境,0,0,0,0
09-01-2021,沙頭角,出境,0,0,0,0
09-01-2021,深圳灣,入境,605,92,1,698
09-01-2021,深圳灣,出境,1606,133,4,1743
09-01-2021,中國客運碼頭,入境,0,0,0,0
09-01-2021,中國客運碼頭,出境,0,0,0,0
09-01-2021,港口管制,入境,0,0,0,0
09-01-2021,港口管制,出境,0,0,0,0
09-01-2021,啟德郵輪碼頭,入境,0,0,0,0
09-01-2021,啟德郵輪碼頭,出境,0,0,0,0
09-01-2021,港澳客輪碼頭,入境,0,0,0,0
09-01-2021,港澳客輪碼頭,出境,0,0,0,0
09-01-2021,屯門客運碼頭,入境,0,0,0,0
09-01-2021,屯門客運碼頭,出境,0,0,0,0
10-01-2021,機場,入境,912,6,19,937
10-01-2021,機場,出境,1243,39,60,1342
10-01-2021,高鐵西九龍,入境,0,0,0,0
10-01-2021,高鐵西九龍,出境,0,0,0,0
10-01-2021,紅磡,入境,0,0,0,0
10-01-2021,紅磡,出境,0,0,0,0
10-01-2021,羅湖,入境,0,0,0,0
10-01-2021,羅湖,出境,0,0,0,0
10-01-2021,落馬洲支線,入境,0,0,0,0
10-01-2021,落馬洲支線,出境,0,0,0,0
10-01-2021,香園圍,入境,0,0,0,0
10-01-2021,香園圍,出境,0,0,0,0
10-01-2021,港珠澳大橋,入境,99,3,5,107
10-01-2021,港珠澳大橋,出境,205,8,3,216
10-01-2021,落馬洲,入境,0,0,0,0
10-01-2021,落馬洲,出境,0,0,0,0
10-01-2021,文錦渡,入境,0,0,0,0
10-01-2021,文錦渡,出境,0,0,0,0
10-01-2021,沙頭角,入境,0,0,0,0
10-01-2021,沙頭角,出境,0,0,0,0
10-01-2021,深圳灣,入境,788,90,1,879
10-01-2021,深圳灣,出境,1536,155,1,1692
10-01-2021,中國客運碼頭,入境,0,0,0,0
10-01-2021,中國客運碼頭,出境,0,0,0,0
10-01-2021,港口管制,入境,0,0,0,0
10-01-2021,港口管制,出境,0,0,0,0
10-01-2021,啟德郵輪碼頭,入境,0,0,0,0
10-01-2021,啟德郵輪碼頭,出境,0,0,0,0
10-01-2021,港澳客輪碼頭,入境,0,0,0,0
10-01-2021,港澳客輪碼頭,出境,0,0,0,0
10-01-2021,屯門客運碼頭,入境,0,0,0,0
10-01-2021,屯門客運碼頭,出境,0,0,0,0
11-01-2021,機場,入境,306,0,12,318
11-01-2021,機場,出境,536,4,37,577
11-01-2021,高鐵西九龍,入境,0,0,0,0
11-01-2021,高鐵西九龍,出境,0,0,0,0
11-01-2021,紅磡,入境,0,0,0,0
11-01-2021,紅磡,出境,0,0,0,0
11-01-2021,羅湖,入境,0,0,0,0
11-01-2021,羅湖,出境,0,0,0,0
11-01-2021,落馬洲支線,入境,0,0,0,0
11-01-2021,落馬洲支線,出境,0,0,0,0
11-01-2021,香園圍,入境,0,0,0,0
11-01-2021,香園圍,出境,0,0,0,0
11-01-2021,港珠澳大橋,入境,214,3,3,220
11-01-2021,港珠澳大橋,出境,231,12,2,245
11-01-2021,落馬洲,入境,0,0,0,0
11-01-2021,落馬洲,出境,0,0,0,0
11-01-2021,文錦渡,入境,0,0,0,0
11-01-2021,文錦渡,出境,0,0,0,0
11-01-2021,沙頭角,入境,0,0,0,0
11-01-2021,沙頭角,出境,0,0,0,0
11-01-2021,深圳灣,入境,1382,69,0,1451
11-01-2021,深圳灣,出境,1199,119,0,1318
11-01-2021,中國客運碼頭,入境,0,0,0,0
11-01-2021,中國客運碼頭,出境,0,0,0,0
11-01-2021,港口管制,入境,0,0,0,0
11-01-2021,港口管制,出境,0,0,0,0
11-01-2021,啟德郵輪碼頭,入境,0,0,0,0
11-01-2021,啟德郵輪碼頭,出境,0,0,0,0
11-01-2021,港澳客輪碼頭,入境,0,0,0,0
11-01-2021,港澳客輪碼頭,出境,0,0,0,0
11-01-2021,屯門客運碼頭,入境,0,0,0,0
11-01-2021,屯門客運碼頭,出境,0,0,0,0
12-01-2021,機場,入境,436,3,13,452
12-01-2021,機場,出境,1247,30,36,1313
12-01-2021,高鐵西九龍,入境,0,0,0,0
12-01-2021,高鐵西九龍,出境,0,0,0,0
12-01-2021,紅磡,入境,0,0,0,0
12-01-2021,紅磡,出境,0,0,0,0
12-01-2021,羅湖,入境,0,0,0,0
12-01-2021,羅湖,出境,0,0,0,0
12-01-2021,落馬洲支線,入境,0,0,0,0
12-01-2021,落馬洲支線,出境,0,0,0,0
12-01-2021,香園圍,入境,0,0,0,0
12-01-2021,香園圍,出境,0,0,0,0
12-01-2021,港珠澳大橋,入境,70,3,1,74
12-01-2021,港珠澳大橋,出境,232,6,3,241
12-01-2021,落馬洲,入境,0,0,0,0
12-01-2021,落馬洲,出境,0,0,0,0
12-01-2021,文錦渡,入境,0,0,0,0
12-01-2021,文錦渡,出境,0,0,0,0
12-01-2021,沙頭角,入境,0,0,0,0
12-01-2021,沙頭角,出境,0,0,0,0
12-01-2021,深圳灣,入境,1065,56,1,1122
12-01-2021,深圳灣,出境,1720,129,2,1851
12-01-2021,中國客運碼頭,入境,0,0,0,0
12-01-2021,中國客運碼頭,出境,0,0,0,0
12-01-2021,港口管制,入境,0,0,0,0
12-01-2021,港口管制,出境,0,0,0,0
12-01-2021,啟德郵輪碼頭,入境,0,0,0,0
12-01-2021,啟德郵輪碼頭,出境,0,0,0,0
12-01-2021,港澳客輪碼頭,入境,0,0,0,0
12-01-2021,港澳客輪碼頭,出境,0,0,0,0
12-01-2021,屯門客運碼頭,入境,0,0,0,0
12-01-2021,屯門客運碼頭,出境,0,0,0,0
13-01-2021,機場,入境,388,1,14,403
13-01-2021,機場,出境,838,14,30,882
13-01-2021,高鐵西九龍,入境,0,0,0,0
13-01-2021,高鐵西九龍,出境,0,0,0,0
13-01-2021,紅磡,入境,0,0,0,0
13-01-2021,紅磡,出境,0,0,0,0
13-01-2021,羅湖,入境,0,0,0,0
13-01-2021,羅湖,出境,0,0,0,0
13-01-2021,落馬洲支線,入境,0,0,0,0
13-01-2021,落馬洲支線,出境,0,0,0,0
13-01-2021,香園圍,入境,0,0,0,0
13-01-2021,香園圍,出境,0,0,0,0
13-01-2021,港珠澳大橋,入境,75,2,3,80
13-01-2021,港珠澳大橋,出境,232,9,3,244
13-01-2021,落馬洲,入境,0,0,0,0
13-01-2021,落馬洲,出境,0,0,0,0
13-01-2021,文錦渡,入境,0,0,0,0
13-01-2021,文錦渡,出境,0,0,0,0
13-01-2021,沙頭角,入境,0,0,0,0
13-01-2021,沙頭角,出境,0,0,0,0
13-01-2021,深圳灣,入境,860,67,1,928
13-01-2021,深圳灣,出境,1469,123,3,1595
13-01-2021,中國客運碼頭,入境,0,0,0,0
13-01-2021,中國客運碼頭,出境,0,0,0,0
13-01-2021,港口管制,入境,0,0,0,0
13-01-2021,港口管制,出境,0,0,0,0
13-01-2021,啟德郵輪碼頭,入境,0,0,0,0
13-01-2021,啟德郵輪碼頭,出境,0,0,0,0
13-01-2021,港澳客輪碼頭,入境,0,0,0,0
13-01-2021,港澳客輪碼頭,出境,0,0,0,0
13-01-2021,屯門客運碼頭,入境,0,0,0,0
13-01-2021,屯門客運碼頭,出境,0,0,0,0
14-01-2021,機場,入境,431,2,13,446
14-01-2021,機場,出境,978,12,73,1063
14-01-2021,高鐵西九龍,入境,0,0,0,0
14-01-2021,高鐵西九龍,出境,0,0,0,0
14-01-2021,紅磡,入境,0,0,0,0
14-01-2021,紅磡,出境,0,0,0,0
14-01-2021,羅湖,入境,0,0,0,0
14-01-2021,羅湖,出境,0,0,0,0
14-01-2021,落馬洲支線,入境,0,0,0,0
14-01-2021,落馬洲支線,出境,0,0,0,0
14-01-2021,香園圍,入境,0,0,0,0
14-01-2021,香園圍,出境,0,0,0,0
14-01-2021,港珠澳大橋,入境,76,2,3,81
14-01-2021,港珠澳大橋,出境,225,8,3,236
14-01-2021,落馬洲,入境,0,0,0,0
14-01-2021,落馬洲,出境,0,0,0,0
14-01-2021,文錦渡,入境,0,0,0,0
14-01-2021,文錦渡,出境,0,0,0,0
14-01-2021,沙頭角,入境,0,0,0,0
14-01-2021,沙頭角,出境,0,0,0,0
14-01-2021,深圳灣,入境,1040,56,1,1097
14-01-2021,深圳灣,出境,1871,116,3,1990
14-01-2021,中國客運碼頭,入境,0,0,0,0
14-01-2021,中國客運碼頭,出境,0,0,0,0
14-01-2021,港口管制,入境,0,0,0,0
14-01-2021,港口管制,出境,0,0,0,0
14-01-2021,啟德郵輪碼頭,入境,0,0,0,0
14-01-2021,啟德郵輪碼頭,出境,0,0,0,0
14-01-2021,港澳客輪碼頭,入境,0,0,0,0
14-01-2021,港澳客輪碼頭,出境,0,0,0,0
14-01-2021,屯門客運碼頭,入境,0,0,0,0
14-01-2021,屯門客運碼頭,出境,0,0,0,0
15-01-2021,機場,入境,532,1,30,563
15-01-2021,機場,出境,1220,24,47,1291
15-01-2021,高鐵西九龍,入境,0,0,0,0
15-01-2021,高鐵西九龍,出境,0,0,0,0
15-01-2021,紅磡,入境,0,0,0,0
15-01-2021,紅磡,出境,0,0,0,0
15-01-2021,羅湖,入境,0,0,0,0
15-01-2021,羅湖,出境,0,0,0,0
15-01-2021,落馬洲支線,入境,0,0,0,0
15-01-2021,落馬洲支線,出境,0,0,0,0
15-01-2021,香園圍,入境,0,0,0,0
15-01-2021,香園圍,出境,0,0,0,0
15-01-2021,港珠澳大橋,入境,103,3,5,111
15-01-2021,港珠澳大橋,出境,251,3,4,258
15-01-2021,落馬洲,入境,0,0,0,0
15-01-2021,落馬洲,出境,0,0,0,0
15-01-2021,文錦渡,入境,0,0,0,0
15-01-2021,文錦渡,出境,0,0,0,0
15-01-2021,沙頭角,入境,0,0,0,0
15-01-2021,沙頭角,出境,0,0,0,0
15-01-2021,深圳灣,入境,1190,79,2,1271
15-01-2021,深圳灣,出境,2054,133,3,2190
15-01-2021,中國客運碼頭,入境,0,0,0,0
15-01-2021,中國客運碼頭,出境,0,0,0,0
15-01-2021,港口管制,入境,0,0,0,0
15-01-2021,港口管制,出境,0,0,0,0
15-01-2021,啟德郵輪碼頭,入境,0,0,0,0
15-01-2021,啟德郵輪碼頭,出境,0,0,0,0
15-01-2021,港澳客輪碼頭,入境,0,0,0,0
15-01-2021,港澳客輪碼頭,出境,0,0,0,0
15-01-2021,屯門客運碼頭,入境,0,0,0,0
15-01-2021,屯門客運碼頭,出境,0,0,0,0
16-01-2021,機場,入境,525,10,25,560
16-01-2021,機場,出境,1166,16,24,1206
16-01-2021,高鐵西九龍,入境,0,0,0,0
16-01-2021,高鐵西九龍,出境,0,0,0,0
16-01-2021,紅磡,入境,0,0,0,0
16-01-2021,紅磡,出境,0,0,0,0
16-01-2021,羅湖,入境,0,0,0,0
16-01-2021,羅湖,出境,0,0,0,0
16-01-2021,落馬洲支線,入境,0,0,0,0
16-01-2021,落馬洲支線,出境,0,0,0,0
16-01-2021,香園圍,入境,0,0,0,0
16-01-2021,香園圍,出境,0,0,0,0
16-01-2021,港珠澳大橋,入境,93,3,8,104
16-01-2021,港珠澳大橋,出境,246,10,2,258
16-01-2021,落馬洲,入境,0,0,0,0
16-01-2021,落馬洲,出境,0,0,0,0
16-01-2021,文錦渡,入境,0,0,0,0
16-01-2021,文錦渡,出境,0,0,0,0
16-01-2021,沙頭角,入境,0,0,0,0
16-01-2021,沙頭角,出境,0,0,0,0
16-01-2021,深圳灣,入境,965,128,1,1094
16-01-2021,深圳灣,出境,1926,116,0,2042
16-01-2021,中國客運碼頭,入境,0,0,0,0
16-01-2021,中國客運碼頭,出境,0,0,0,0
16-01-2021,港口管制,入境,0,0,0,0
16-01-2021,港口管制,出境,0,0,0,0
16-01-2021,啟德郵輪碼頭,入境,0,0,0,0
16-01-2021,啟德郵輪碼頭,出境,0,0,0,0
16-01-2021,港澳客輪碼頭,入境,0,0,0,0
16-01-2021,港澳客輪碼頭,出境,0,0,0,0
16-01-2021,屯門客運碼頭,入境,0,0,0,0
16-01-2021,屯門客運碼頭,出境,0,0,0,0
17-01-2021,機場,入境,642,4,29,675
17-01-2021,機場,出境,1212,25,30,1267
17-01-2021,高鐵西九龍,入境,0,0,0,0
17-01-2021,高鐵西九龍,出境,0,0,0,0
17-01-2021,紅磡,入境,0,0,0,0
17-01-2021,紅磡,出境,0,0,0,0
17-01-2021,羅湖,入境,0,0,0,0
17-01-2021,羅湖,出境,0,0,0,0
17-01-2021,落馬洲支線,入境,0,0,0,0
17-01-2021,落馬洲支線,出境,0,0,0,0
17-01-2021,香園圍,入境,0,0,0,0
17-01-2021,香園圍,出境,0,0,0,0
17-01-2021,港珠澳大橋,入境,93,5,2,100
17-01-2021,港珠澳大橋,出境,223,7,3,233
17-01-2021,落馬洲,入境,0,0,0,0
17-01-2021,落馬洲,出境,0,0,0,0
17-01-2021,文錦渡,入境,0,0,0,0
17-01-2021,文錦渡,出境,0,0,0,0
17-01-2021,沙頭角,入境,0,0,0,0
17-01-2021,沙頭角,出境,0,0,0,0
17-01-2021,深圳灣,入境,864,84,2,950
17-01-2021,深圳灣,出境,1683,110,1,1794
17-01-2021,中國客運碼頭,入境,0,0,0,0
17-01-2021,中國客運碼頭,出境,0,0,0,0
17-01-2021,港口管制,入境,0,0,0,0
17-01-2021,港口管制,出境,0,0,0,0
17-01-2021,啟德郵輪碼頭,入境,0,0,0,0
17-01-2021,啟德郵輪碼頭,出境,0,0,0,0
17-01-2021,港澳客輪碼頭,入境,0,0,0,0
17-01-2021,港澳客輪碼頭,出境,0,0,0,0
17-01-2021,屯門客運碼頭,入境,0,0,0,0
17-01-2021,屯門客運碼頭,出境,0,0,0,0
18-01-2021,機場,入境,337,1,8,346
18-01-2021,機場,出境,478,6,17,501
18-01-2021,高鐵西九龍,入境,0,0,0,0
18-01-2021,高鐵西九龍,出境,0,0,0,0
18-01-2021,紅磡,入境,0,0,0,0
18-01-2021,紅磡,出境,0,0,0,0
18-01-2021,羅湖,入境,0,0,0,0
18-01-2021,羅湖,出境,0,0,0,0
